Identifier	Entry	Omeka	Entry_Clean_Recon	Wikidata	TextInBrackets	RelatedLocations	spatial coverage	NumberOfEntries	EntriesIdentifier	StartYear	endYear	OmekaID	SeeAlso	File	Comment	Column 1	Location_in_index
QGJ.v1.Per.03969	Israel, Michael	https://undusting.org/jewish_sources/s/jewish_sources/item/13402	Michael Israel	Q112531242		Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00614			4066		persons		Israel, Michael 571	
QGJ.v1.Per.03970	Israel, Michael Abraham	https://undusting.org/jewish_sources/s/jewish_sources/item/13403	Israel, Michael Abraham			Dresden|Sachsen	16630|17509	3	QGJ.v1.A0185.I0588.E03391|QGJ.v1.A0185.I0588.E03684|QGJ.v1.A0185.I0588.E03750	1810	1815	6843|7136|7202		persons		Israel, Michael Abraham 3314,3607, 3674	
QGJ.v1.Per.03971	Israel, Moses	https://undusting.org/jewish_sources/s/jewish_sources/item/13404	Moses Israel	Q16848934		Dreißigacker|Dresden|Mecklenburg-Vorpommern|Sachsen|Stralsund|Thüringen	16629|16630|17192|17509|17661|17701	5	QGJ.v1.A0033.I0118.E00770|QGJ.v1.A0033.I0118.E00771|QGJ.v1.A0033.I0118.E00833|QGJ.v1.A0185.I0588.E03610|QGJ.v1.A0239.I0846.E06934	1777	1814	4222|4223|4285|7062|10386		persons		Israel, Moses 728, 729, 791, 3533, 6853	
QGJ.v1.Per.03972	Israel, Moses Lazarus	https://undusting.org/jewish_sources/s/jewish_sources/item/13405	Israel, Moses Lazarus			Mecklenburg-Vorpommern|Stiftungen|Stralsund	17192|17661	3	QGJ.v1.A0033.I0122.E00868|QGJ.v1.A0033.I0122.E00870|QGJ.v1.A0033.I0125.E00919	1807	1939	4320|4322|4371		persons		Israel, Moses Lazarus 826, 828, 877	
QGJ.v1.Per.03973	Israel, Nathan	https://undusting.org/jewish_sources/s/jewish_sources/item/13406	Israel, Nathan			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00765	1838	1838	4217		persons		Israel, Nathan 723	
QGJ.v1.Per.03974	Israel, Richard	https://undusting.org/jewish_sources/s/jewish_sources/item/13407	Israel, Richard					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Israel, Richard 2108	
QGJ.v1.Per.03975	Israel, Rickle	https://undusting.org/jewish_sources/s/jewish_sources/item/13408	Israel, Rickle			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E05701			9153		persons		Israel, Rickle 5620	
QGJ.v1.Per.03976	Israel, Salomon	https://undusting.org/jewish_sources/s/jewish_sources/item/13409	Israel, Salomon			Eisenach|Halle/Saale|Helmershausen|Kaltennordheim|Kassel|Sachsen-Weimar-Eisenach|Thüringen|Willmars	16654|16875|16910|16999|17013|17521|17701|17807	3	QGJ.v1.A0235.I0751.E04985|QGJ.v1.A0235.I0765.E05266|QGJ.v1.A0235.I0765.E05269	1727	1812	8437|8718|8721		persons		Israel, Salomon 4908, 5189,5192	
QGJ.v1.Per.03977	Israel, Samson	https://undusting.org/jewish_sources/s/jewish_sources/item/13410	Israel, Samson			Güstrow|Mecklenburg-Vorpommern|Schwerin	16855|17192|17599	1	QGJ.v1.A0031.I0110.E00711			4163		persons		Israel, Samson 669	
QGJ.v1.Per.03978	Israel, Sandel	https://undusting.org/jewish_sources/s/jewish_sources/item/13411	Israel, Sandel			Innungen|Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0125.E00916	1795	1795	4368		persons		Israel, Sandel 874	
QGJ.v1.Per.03979	Israel, Sara Mendel	https://undusting.org/jewish_sources/s/jewish_sources/item/13412	Israel, Sara Mendel			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03638			7090		persons		Israel, Sara Mendel 3561	
QGJ.v1.Per.03980	Israel, Saul	https://undusting.org/jewish_sources/s/jewish_sources/item/13413	Israel, Saul			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03578			7030		persons		Israel, Saul 3501	
QGJ.v1.Per.03981	Israel, Selig	https://undusting.org/jewish_sources/s/jewish_sources/item/13414	Israel, Selig			Innungen|Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0125.E00916	1795	1795	4368		persons		Israel, Selig 874	
QGJ.v1.Per.03982	Israelowitz, Rita	https://undusting.org/jewish_sources/s/jewish_sources/item/13415	Israelowitz, Rita			Berlin	16455	1	QGJ.v1.A0107.I0328.E02079			5531		persons		Israelowitz, Rita 2025	
QGJ.v1.Per.03983	Itzig (Maroldsweißbach)	https://undusting.org/jewish_sources/s/jewish_sources/item/13416	Itzig		Maroldsweißbach	Maroldsweißach|Schwarza|Thüringen	17183|17583|17701	1	QGJ.v1.A0239.I0831.E05910	1816	1816	9362		persons		Itzig (Maroldsweißbach) 5829	
QGJ.v1.Per.03984	Itzig (Schwarza)	https://undusting.org/jewish_sources/s/jewish_sources/item/13417	Itzig		Schwarza	Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E06062			9514		persons		Itzig (Schwarza) 5981	Schwarza
QGJ.v1.Per.03985	Itzig (Völkershausen)	https://undusting.org/jewish_sources/s/jewish_sources/item/13418	Itzig		Völkershausen	Eisenach|Sachsen-Weimar-Eisenach|Thüringen|Völkershausen	16654|17521|17701|17749	1	QGJ.v1.A0235.I0759.E05106			8558		persons		Itzig (Völkershausen) 5029	Völkershausen
QGJ.v1.Per.03986	Itzig, Daniel	https://undusting.org/jewish_sources/s/jewish_sources/item/13419	Daniel Itzig	Q72600		Berlin	16455	1	QGJ.v1.A0108.I0332.E02113			5565		persons		Itzig, Daniel 2059	
QGJ.v1.Per.03987	Itzig, Ettel	https://undusting.org/jewish_sources/s/jewish_sources/item/13420	Itzig, Ettel			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E05708			9160		persons		Itzig, Ettel 5627	
QGJ.v1.Per.03988	Itzig, Feibel	https://undusting.org/jewish_sources/s/jewish_sources/item/13421	Itzig, Feibel			Schwarza|Stolberg-Wernigerode|Thüringen	17583|17657|17701	3	QGJ.v1.A0239.I0831.E05725|QGJ.v1.A0239.I0831.E06395|QGJ.v1.A0239.I0831.E06448	1810	1810	9177|9847|9900		persons		Itzig, Feibel 5644,6314,6367	
QGJ.v1.Per.03989	Itzig, Händel	https://undusting.org/jewish_sources/s/jewish_sources/item/13422	Itzig, Händel			Schmalkalden|Schwarza|Thüringen	17559|17583|17701	1	QGJ.v1.A0239.I0831.E05682			9134		persons		Itzig, Händel 5601	
QGJ.v1.Per.03990	Itzig, Joseph	https://undusting.org/jewish_sources/s/jewish_sources/item/13423	Itzig, Joseph			Everode|Jena|Rohr|Schwarza|Thüringen	16687|16984|17482|17583|17701	11	QGJ.v1.A0239.I0831.E05683|QGJ.v1.A0239.I0831.E05715|QGJ.v1.A0239.I0831.E05723|QGJ.v1.A0239.I0831.E05759|QGJ.v1.A0239.I0831.E05777|QGJ.v1.A0239.I0831.E05818|QGJ.v1.A0239.I0831.E05931|QGJ.v1.A0239.I0831.E05960|QGJ.v1.A0239.I0831.E06463|QGJ.v1.A0239.I0831.E06468|QGJ.v1.A0262.I0900.E07579	1733	1936	9135|9167|9175|9211|9229|9270|9383|9412|9915|9920|11031		persons		Itzig, Joseph 5602,5634,5642, 5678, 5696, 5737, 5850, 5879, 6382, 6387, 7486	
QGJ.v1.Per.03991	Itzig, Joseph David	https://undusting.org/jewish_sources/s/jewish_sources/item/13424	Itzig, Joseph David			Leipzig|Polen|Sachsen	17112|17402|17509	1	QGJ.v1.A0196.I0638.E04098			7550		persons		Itzig, Joseph David 4021	
QGJ.v1.Per.03992	Itzig, Low	https://undusting.org/jewish_sources/s/jewish_sources/item/13425	Itzig, Low			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E05964			9416		persons		Itzig, Low 5883	
QGJ.v1.Per.03993	Itzig, Madel	https://undusting.org/jewish_sources/s/jewish_sources/item/13426	Itzig, Madel			Schwarza|Thüringen	17583|17701	2	QGJ.v1.A0239.I0831.E05718|QGJ.v1.A0239.I0831.E05719	1804	1808	9170|9171		persons		Itzig, Madel 5637, 5638	
QGJ.v1.Per.03994	Itzig, Maier	https://undusting.org/jewish_sources/s/jewish_sources/item/13427	Itzig, Maier			Schwarza|Stolberg-Wernigerode|Thüringen	17583|17657|17701	1	QGJ.v1.A0239.I0831.E06365	1803	1803	9817		persons		Itzig, Maier 6284	
QGJ.v1.Per.03995	Itzig, Meier	https://undusting.org/jewish_sources/s/jewish_sources/item/13428	Itzig, Meier			Ebertshausen|Ilmenau|Schwarza|Stolberg-Wernigerode|Thüringen|Walldorf/Werra	16640|16965|17583|17657|17701|17759	11	QGJ.v1.A0239.I0831.E05729|QGJ.v1.A0239.I0831.E05802|QGJ.v1.A0239.I0831.E05845|QGJ.v1.A0239.I0831.E05853|QGJ.v1.A0239.I0831.E05854|QGJ.v1.A0239.I0831.E05855|QGJ.v1.A0239.I0831.E05857|QGJ.v1.A0239.I0831.E05862|QGJ.v1.A0239.I0831.E05948|QGJ.v1.A0239.I0831.E06099|QGJ.v1.A0239.I0831.E06395	1804	1809	9181|9254|9297|9305|9306|9307|9309|9314|9400|9551|9847		persons		Itzig, Meier 5648, 5721, 5764, 5772, 5773, 5774, 5776, 5781, 5867, 6018,6314	
QGJ.v1.Per.03996	Itzig, Meyer	https://undusting.org/jewish_sources/s/jewish_sources/item/13429	Itzig, Meyer			Berkach|Halberstadt|Preußen|Schleusingen|Schwallungen|Schwarza|Suhl|Thüringen|Trappstadt|Walldorf/Werra|Wichtshausen	16454|16871|17416|17554|17580|17583|17676|17701|17709|17759|17803	15	QGJ.v1.A0239.I0831.E05694|QGJ.v1.A0239.I0831.E05832|QGJ.v1.A0239.I0831.E05968|QGJ.v1.A0239.I0831.E06065|QGJ.v1.A0239.I0831.E06067|QGJ.v1.A0239.I0831.E06068|QGJ.v1.A0239.I0831.E06095|QGJ.v1.A0239.I0831.E06121|QGJ.v1.A0239.I0831.E06136|QGJ.v1.A0239.I0831.E06191|QGJ.v1.A0239.I0831.E06223|QGJ.v1.A0239.I0831.E06225|QGJ.v1.A0239.I0831.E06524|QGJ.v1.A0239.I0831.E06530|QGJ.v1.A0239.I0831.E06532	1799	1827	9146|9284|9420|9517|9519|9520|9547|9573|9588|9643|9675|9677|9976|9982|9984		persons		Itzig, Meyer 5613, 5751,5887, 5984, 5986, 5987, 6014, 6040, 6055, 6110,6142,6144,6443,6449,6451	
QGJ.v1.Per.03997	Itzig, Michel	https://undusting.org/jewish_sources/s/jewish_sources/item/13430	Itzig, Michel			Schwarza|Thüringen	17583|17701	3	QGJ.v1.A0239.I0831.E05717|QGJ.v1.A0239.I0831.E05718|QGJ.v1.A0239.I0831.E05719	1801	1808	9169|9170|9171		persons		Itzig, Michel 5636, 5637,5638	
QGJ.v1.Per.03998	Itzig, Samuel	https://undusting.org/jewish_sources/s/jewish_sources/item/13431	Itzig, Samuel			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E06418			9870		persons		Itzig, Samuel 6337	
QGJ.v1.Per.03999	Itzig, Schmuel	https://undusting.org/jewish_sources/s/jewish_sources/item/13432	Itzig, Schmuel			Barchfeld|Eisenach|Sachsen-Weimar-Eisenach|Thüringen	16421|16654|17521|17701	1	QGJ.v1.A0235.I0757.E05075	1786	1786	8527		persons		Itzig, Schmuel 4998	
QGJ.v1.Per.04000	Itzkowski, H.	https://undusting.org/jewish_sources/s/jewish_sources/item/13433	Itzkowski, H.			Berlin|Danzig|Hamburg	16455|16595|16877	1	QGJ.v1.A0107.I0327.E02056	1916	1919	5508		persons		Itzkowski, H. 2002	
QGJ.v1.Per.04001	Iwanow, Iwan	https://undusting.org/jewish_sources/s/jewish_sources/item/13434	Iwanow, Iwan			Leipzig|Meseritz|Sachsen	17112|17207|17509	1	QGJ.v1.A0196.I0648.E04397			7849		persons		Iwanow, Iwan 4320	
QGJ.v1.Per.04002	Jablonski (Jena)	https://undusting.org/jewish_sources/s/jewish_sources/item/13435	Jablonski		Jena	Jena|Thüringen	16984|17701	1	QGJ.v1.A0262.I0900.E07579	1936	1936	11031		persons		Jablonski (Jena) 7486	Jena
QGJ.v1.Per.04003	Jablonsky, Hirsch	https://undusting.org/jewish_sources/s/jewish_sources/item/13436	Jablonsky, Hirsch			Brandenburg (Land)|Frankfurt/Oder|Graetz (Posen)|Lübben	16512|16719|16816|17154	2	QGJ.v1.A0053.I0173.E01165|QGJ.v1.A0053.I0173.E01172	1821	1835	4617|4624		persons		Jablonsky, Hirsch 1117,1124	
QGJ.v1.Per.04004	Jabotinsky, Wladimir	https://undusting.org/jewish_sources/s/jewish_sources/item/13437	Ze'ev Jabotinsky	Q319896				1	QGJ.v1.A0105.I0317.E01968			5420		persons		Jabotinsky, Wladimir 1914	
QGJ.v1.Per.04005	Jacob (Ellrich)	https://undusting.org/jewish_sources/s/jewish_sources/item/13438	Jacob		Ellrich	Ellrich|Göttingen|Nordhausen|Thüringen	16667|16798|17313|17701	1	QGJ.v1.A0272.I0920.E07840			11292		persons		Jacob (Ellrich) 7745	Ellrich
QGJ.v1.Per.04006	Jacob (Schleusingen)	https://undusting.org/jewish_sources/s/jewish_sources/item/13439	Jacob		Schleusingen	Danadorf|Henneberg|Henneberg, Grafschaft|Schleusingen|Thüringen	16593|16914|16915|17554|17701	2	QGJ.v1.A0239.I0828.E05617|QGJ.v1.A0239.I0828.E05618	1461	1634	9069|9070		persons		Jacob (Schleusingen) 5536, 5537	Schleusingen
QGJ.v1.Per.04007	Jacob, Abraham	https://undusting.org/jewish_sources/s/jewish_sources/item/13440	Jacob, Abraham			Berlin|Berlin-Cölln|Mecklenburg-Vorpommern|Schwerin	16455|16456|17192|17599	2	QGJ.v1.A0031.I0110.E00721|QGJ.v1.A0108.I0332.E02100			4173|5552		persons		Jacob, Abraham 679,2046	
QGJ.v1.Per.04008	Jacob, Abraham Meyer	https://undusting.org/jewish_sources/s/jewish_sources/item/13441	Jacob, Abraham Meyer			Berlin|Preußen	16455|17416	1	QGJ.v1.A0107.I0326.E01997			5449		persons		Jacob, Abraham Meyer 1943	
QGJ.v1.Per.04009	Jacob, Baer	https://undusting.org/jewish_sources/s/jewish_sources/item/13442	Jacob, Baer			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03471			6923		persons		Jacob, Baer 3394	
QGJ.v1.Per.04010	Jacob, Baruch	https://undusting.org/jewish_sources/s/jewish_sources/item/13443	Baruch Jacob	Q104806486		Dresden|Innungen|Kothen|Leipzig|Manchester|Sachsen	16630|17055|17112|17168|17509	2	QGJ.v1.A0185.I0607.E03830|QGJ.v1.A0196.I0638.E04073			7282|7525		persons		Jacob, Baruch 3753, 3999	
QGJ.v1.Per.04011	Jacob, Herschel	https://undusting.org/jewish_sources/s/jewish_sources/item/13444	Jacob, Herschel			Freiberg (Sachsen)|Sachsen|Soberten	16725|17509|17618	1	QGJ.v1.A0188.I0615.E03882			7334		persons		Jacob, Herschel 3805	
QGJ.v1.Per.04012	Jacob, Herz	https://undusting.org/jewish_sources/s/jewish_sources/item/13445	Jacob, Herz			Beiersdorf|Fürth|Hildburghausen|Kurpfalz|Köpß|Mannheim|Muskau|Sachsen|Thüringen	16441|16746|16934|17089|17050|17169|17237|17509|17701	2	QGJ.v1.A0176.I0542.E03071|QGJ.v1.A0239.I0835.E06586	1712	1764	6523|10038		persons		Jacob, Herz 2994,6505	
QGJ.v1.Per.04013	Jacob, Hirsch	https://undusting.org/jewish_sources/s/jewish_sources/item/13446	Jacob, Hirsch			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03474			6926		persons		Jacob, Hirsch 3397	
QGJ.v1.Per.04014	Jacob, Isaak	https://undusting.org/jewish_sources/s/jewish_sources/item/13447	Julius Jacob	Q16585840		Marisfeld|Thüringen	17177|17701	1	QGJ.v1.A0239.I0839.E06793	1828	1828	10245		persons		Jacob, Isaak 6712	
QGJ.v1.Per.04015	Jacob, Joel	https://undusting.org/jewish_sources/s/jewish_sources/item/13448	Jacob, Joel			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04323			7775		persons		Jacob, Joel 4246	
QGJ.v1.Per.04016	Jacob, Joseph	https://undusting.org/jewish_sources/s/jewish_sources/item/13449	Jacob, Joseph			Mecklenburg-Vorpommern|Schwerin	17192|17599	1	QGJ.v1.A0031.I0110.E00612			4064		persons		Jacob, Joseph 570	
QGJ.v1.Per.04017	Jacob, Kaskele	https://undusting.org/jewish_sources/s/jewish_sources/item/13450	Jacob, Kaskele			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03580			7032		persons		Jacob, Kaskele 3503	
QGJ.v1.Per.04018	Jacob, Levi	https://undusting.org/jewish_sources/s/jewish_sources/item/13451	Jacob, Levi			Kothen|Leipzig|Sachsen	17055|17112|17509	1	QGJ.v1.A0196.I0638.E04073			7525		persons		Jacob, Levi 3999	
QGJ.v1.Per.04019	Jacob, Lippmann	https://undusting.org/jewish_sources/s/jewish_sources/item/13452	Jacob, Lippmann			Altenburg|Dresden|Sachsen|Thüringen	16354|16630|17509|17701	2	QGJ.v1.A0185.I0588.E03487|QGJ.v1.A0236.I0807.E05508			6939|8960		persons		Jacob, Lippmann 3410,5431	
QGJ.v1.Per.04020	Jacob, Löser	https://undusting.org/jewish_sources/s/jewish_sources/item/13453	Jacob, Löser			Marisfeld|Thüringen	17177|17701	1	QGJ.v1.A0239.I0839.E06792	1813	1813	10244		persons		Jacob, Löser 6711	
QGJ.v1.Per.04021	Jacob, Louis Loeb	https://undusting.org/jewish_sources/s/jewish_sources/item/13454	Jacob, Louis Loeb			Dresden|Sachsen|Teplitz	16630|17509|17691	1	QGJ.v1.A0185.I0588.E03527			6979		persons		Jacob, Louis Loeb 3450	
QGJ.v1.Per.04022	Jacob, Michel	https://undusting.org/jewish_sources/s/jewish_sources/item/13455	Jacob, Michel			Schwarza|Thüringen	17583|17701	1	QGJ.v1.A0239.I0831.E06282	1825	1825	9734		persons		Jacob, Michel 6201	
QGJ.v1.Per.04023	Jacob, Moses	https://undusting.org/jewish_sources/s/jewish_sources/item/13456	Jacob, Moses			Breslau|Schwarza|Straßburg|Thüringen|Wernigerode	16521|17583|17663|17701|17794	1	QGJ.v1.A0239.I0831.E05933	1752	1752	9385		persons		Jacob, Moses 5852	
QGJ.v1.Per.04024	Jacob, Nathan	https://undusting.org/jewish_sources/s/jewish_sources/item/13457	Jacob, Nathan			Halberstadt|Leipzig|Sachsen	16871|17112|17509	1	QGJ.v1.A0196.I0638.E04087			7539		persons		Jacob, Nathan 4010	
QGJ.v1.Per.04025	Jacob, Philippine	https://undusting.org/jewish_sources/s/jewish_sources/item/13458	Jacob, Philippine			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03580			7032		persons		Jacob, Philippine 3503	
QGJ.v1.Per.04026	Jacob, Salomon	https://undusting.org/jewish_sources/s/jewish_sources/item/13459	Jacob, Salomon			Eisenach|Friedewald|Hessen|Sachsen-Weimar-Eisenach|Thüringen	16654|16733|16928|17521|17701	1	QGJ.v1.A0235.I0757.E05066	1746	1746	8518		persons		Jacob, Salomon 4989	
QGJ.v1.Per.04027	Jacob, Samuel	https://undusting.org/jewish_sources/s/jewish_sources/item/13460	Jacob, Samuel			Breslau|Schwarza|Straßburg|Thüringen|Wernigerode	16521|17583|17663|17701|17794	1	QGJ.v1.A0239.I0831.E05933	1752	1752	9385		persons		Jacob, Samuel 5852	
QGJ.v1.Per.04028	Jacob, Simon	https://undusting.org/jewish_sources/s/jewish_sources/item/13461	Jacob, Simon			Bernky (bei Prag)|Leipzig|Prag|Sachsen	16464|17112|17411|17509	1	QGJ.v1.A0196.I0648.E04381			7833		persons		Jacob, Simon 4304	
QGJ.v1.Per.04029	Jacob, Usace(?)	https://undusting.org/jewish_sources/s/jewish_sources/item/13462	Jacob, Usace		?	Mecklenburg-Vorpommern|Wittenburg	17192|17815	1	QGJ.v1.A0017.I0074.E00326			3778		persons		Jacob, Usace(?) 284	
QGJ.v1.Per.04030	Jacob, Wolf	https://undusting.org/jewish_sources/s/jewish_sources/item/13463	Jacob, Wolf			Eisenach|Sachsen-Weimar-Eisenach|Thüringen	16654|17521|17701	1	QGJ.v1.A0235.I0757.E05091	1786	1786	8543		persons		Jacob, Wolf 5014	
QGJ.v1.Per.04031	Jacoben, Simon	https://undusting.org/jewish_sources/s/jewish_sources/item/13464	Jacoben, Simon			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0597.E03793			7245		persons		Jacoben, Simon 3716	
QGJ.v1.Per.04032	Jacobi (Saltich)	https://undusting.org/jewish_sources/s/jewish_sources/item/13465	Jacobi		Saltich	Leipzig|Sachsen|Türkei	17112|17509|17723	1	QGJ.v1.A0196.I0643.E04212			7664		persons		Jacobi (Saltich) 4135	
QGJ.v1.Per.04033	Jacobi, Christian Isaak	https://undusting.org/jewish_sources/s/jewish_sources/item/13466	Jacobi, Christian Isaak			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0638.E04108			7560		persons		Jacobi, Christian Isaak 4031	
QGJ.v1.Per.04034	Jacobi, Erwin	https://undusting.org/jewish_sources/s/jewish_sources/item/13467	Jacobi, Erwin			Leipzig|Sachsen	17112|17509	3	QGJ.v1.A0222.I0709.E04718|QGJ.v1.A0222.I0711.E04730|QGJ.v1.A0224.I0717.E04743	1884	1965	8170|8182|8195		persons		Jacobi, Erwin 4641,4653,4666	
QGJ.v1.Per.04035	Jacobi, Louis	https://undusting.org/jewish_sources/s/jewish_sources/item/13468	Jacobi, Louis			Sachsen-Anhalt|Salzwedel	17512|17530	1	QGJ.v1.A0150.I0449.E02735	1924	1939	6187		persons		Jacobi, Louis 2668	
QGJ.v1.Per.04036	Jacobs, E.	https://undusting.org/jewish_sources/s/jewish_sources/item/13469	Jacobs, E.			Sachsen-Anhalt|Wernigerode	17512|17794	1	QGJ.v1.A0160.I0488.E02925	1460	1891	6377		persons		Jacobs, E. 2858	
QGJ.v1.Per.04037	Jacobs, H.	https://undusting.org/jewish_sources/s/jewish_sources/item/13470	Jacobs, H.			Sachsen-Gotha|Schwarza|Schwarzwald|Thüringen|Völkenrode	17517|17583|17587|17701|17751	1	QGJ.v1.A0239.I0831.E06506	1808	1808	9958		persons		Jacobs, H. 6425	
QGJ.v1.Per.04038	Jacobsohn, Henriette	https://undusting.org/jewish_sources/s/jewish_sources/item/13471	Jacobsohn, Henriette			Ludwigslust|Mecklenburg-Vorpommern	17153|17192	1	QGJ.v1.A0018.I0075.E00339			3791		persons		Jacobsohn, Henriette 297	
QGJ.v1.Per.04039	Jacobsohn, Jacob Wolf	https://undusting.org/jewish_sources/s/jewish_sources/item/13472	Jacobsohn, Jacob Wolf			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0633.E04021	1843	1843	7473		persons		Jacobsohn, Jacob Wolf 3944	
QGJ.v1.Per.04040	Jacobsohn, Samuel	https://undusting.org/jewish_sources/s/jewish_sources/item/13473	Jacobsohn, Samuel			Ludwigslust|Mecklenburg-Vorpommern	17153|17192	1	QGJ.v1.A0018.I0075.E00338			3790		persons		Jacobsohn, Samuel 296	
QGJ.v1.Per.04041	Jacobson (Stralsund)	https://undusting.org/jewish_sources/s/jewish_sources/item/13474	Jacobson		Stralsund	Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00783			4235		persons		Jacobson (Stralsund) 741	Stralsund
QGJ.v1.Per.04042	Jacobson, Elias Salomon	https://undusting.org/jewish_sources/s/jewish_sources/item/13475	Jacobson, Elias Salomon			Malchow|Mecklenburg-Vorpommern	17167|17192	1	QGJ.v1.A0022.I0081.E00406	1849	1849	3858		persons		Jacobson, Elias Salomon 364	
QGJ.v1.Per.04043	Jacobson, Isidor	https://undusting.org/jewish_sources/s/jewish_sources/item/13476	Jacobson, Isidor			Malchow|Mecklenburg-Vorpommern	17167|17192	1	QGJ.v1.A0022.I0081.E00416	1889	1889	3868		persons		Jacobson, Isidor 374	
QGJ.v1.Per.04044	Jacobson, Israel	https://undusting.org/jewish_sources/s/jewish_sources/item/13477	Israel Jacobson	Q66435		Gnoien|Mecklenburg-Vorpommern|Rostock|Teterow	16794|17192|17491|17693	1	QGJ.v1.A0030.I0098.E00546	1813	1813	3998		persons		Jacobson, Israel 504	
QGJ.v1.Per.04045	Jacobson, R(uben) E(lias)	https://undusting.org/jewish_sources/s/jewish_sources/item/13478	Jacobson, R(uben) E		lias	Malchow|Mecklenburg-Vorpommern	17167|17192	2	QGJ.v1.A0022.I0081.E00409|QGJ.v1.A0022.I0081.E00415	1867	1867	3861|3867		persons		Jacobson, R(uben) E(lias) 367, 373	
QGJ.v1.Per.04046	Jacobson, Walter	https://undusting.org/jewish_sources/s/jewish_sources/item/13479	Jacobson, Walter					1	QGJ.v1.A0000.E00006	1940	1940	3458		persons		Jacobson, Walter 1/6	
QGJ.v1.Per.04047	Jacoby (Kamenz)	https://undusting.org/jewish_sources/s/jewish_sources/item/13480	Jacoby		Kamenz	Kamenz|Sachsen	17002|17509	1	QGJ.v1.A0195.I0630.E04005	1936	1936	7457		persons		Jacoby (Kamenz) 3928	Kamenz
QGJ.v1.Per.04048	Jacoby, Apel Lothar Julius Krael	https://undusting.org/jewish_sources/s/jewish_sources/item/13481	Jacoby, Apel Lothar Julius Krael			Berlin	16455	1	QGJ.v1.A0108.I0332.E02152			5604		persons		Jacoby, Apel Lothar Julius Krael 2098	
QGJ.v1.Per.04049	Jacoby, Elfriede geb. Blach	https://undusting.org/jewish_sources/s/jewish_sources/item/13482	Jacoby, Elfriede geb. Blach			Kamenz|Sachsen	17002|17509	1	QGJ.v1.A0195.I0630.E04008	1931	1931	7460		persons		Jacoby, Elfriede geb. Blach 3931	
QGJ.v1.Per.04050	Jacoby, Erich	https://undusting.org/jewish_sources/s/jewish_sources/item/13483	Jacoby, Erich			Kamenz|Sachsen	17002|17509	1	QGJ.v1.A0195.I0630.E04008	1931	1931	7460		persons		Jacoby, Erich 3931	
QGJ.v1.Per.04051	Jacoby, Felix	https://undusting.org/jewish_sources/s/jewish_sources/item/13484	Felix Jacoby	Q66145		Berlin	16455	2	QGJ.v1.A0101.I0304.E01888|QGJ.v1.A0101.I0311.E01903	1951	1970	5340|5355		persons		Jacoby, Felix 1834, 1849	
