Identifier	Entry	Omeka	Entry_Clean_Recon	Wikidata	TextInBrackets	RelatedLocations	spatial coverage	NumberOfEntries	EntriesIdentifier	StartYear	endYear	OmekaID	SeeAlso	File	Comment	Column 1	Location_in_index
QGJ.v1.Per.02404	Baumann, Kaspar Heinrich	https://undusting.org/jewish_sources/s/jewish_sources/item/11836	Baumann, Kaspar Heinrich			Schwarza|Thüringen	17583|17701	3	QGJ.v1.A0239.I0831.E06057|QGJ.v1.A0239.I0831.E06060|QGJ.v1.A0239.I0831.E06174			9509|9512|9626		persons		Baumann, Kaspar Heinrich 5976, 5979,6093	
QGJ.v1.Per.02405	Baumann, Konrad	https://undusting.org/jewish_sources/s/jewish_sources/item/11837	Konrad Baumann	Q126614		Schwarza|Thüringen	17583|17701	3	QGJ.v1.A0239.I0831.E06024|QGJ.v1.A0239.I0831.E06074|QGJ.v1.A0239.I0831.E06091	1804	1804	9476|9526|9543		persons		Baumann, Konrad 5943,5993, 6010	
QGJ.v1.Per.02406	Baumann, Maria Magdalena	https://undusting.org/jewish_sources/s/jewish_sources/item/11838	Baumann, Maria Magdalena			Schwarza|Thüringen	17583|17701	3	QGJ.v1.A0239.I0831.E06242|QGJ.v1.A0239.I0831.E06243|QGJ.v1.A0239.I0831.E06251	1821	1821	9694|9695|9703		persons		Baumann, Maria Magdalena 6161, 6162,6170	
QGJ.v1.Per.02407	Baumann, Thomas	https://undusting.org/jewish_sources/s/jewish_sources/item/11839	Baumann, Thomas			Benshausen|Schwarza|Thüringen	16446|17583|17701	1	QGJ.v1.A0239.I0831.E06040			9492		persons		Baumann, Thomas 5959	
QGJ.v1.Per.02408	Baumann, von (Stralsund)	https://undusting.org/jewish_sources/s/jewish_sources/item/11840	Baumann, von		Stralsund	Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00794	1810	1810	4246		persons		Baumann, von (Stralsund) 752	Stralsund
QGJ.v1.Per.02409	Baumblatt, Lazarus	https://undusting.org/jewish_sources/s/jewish_sources/item/11841	Baumblatt, Lazarus			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04178			7630		persons		Baumblatt, Lazarus 4101	
QGJ.v1.Per.02410	Baumgart, Andreas	https://undusting.org/jewish_sources/s/jewish_sources/item/11842	Andreas Baumgart	Q102435821		Krakow am See|Mecklenburg-Vorpommern	17069|17192	2	QGJ.v1.A0018.I0075.E00328|QGJ.v1.A0018.I0075.E00329			3780|3781		persons		Baumgart, Andreas 286-287	
QGJ.v1.Per.02411	Baumgart, Jacob	https://undusting.org/jewish_sources/s/jewish_sources/item/11843	Baumgart, Jacob			Eisenach|Landrabbinate|Sachsen-Weimar-Eisenach|Stadtlengsfeld|Thüringen|Völkershausen	16654|17521|17636|17701|17749	1	QGJ.v1.A0235.I0762.E05254	1879	1880	8706		persons		Baumgart, Jacob 5177	
QGJ.v1.Per.02412	Baumgarten (Ilmenau)	https://undusting.org/jewish_sources/s/jewish_sources/item/11844	Baumgarten		Ilmenau	Ilmenau|Thüringen	16965|17701	2	QGJ.v1.A0260.I0897.E07545|QGJ.v1.A0261.I0899.E07562	1931	1938	10997|11014		persons		Baumgarten (Ilmenau) 7452, 7469	Ilmenau
QGJ.v1.Per.02413	Baumgarten, David	https://undusting.org/jewish_sources/s/jewish_sources/item/11845	Baumgarten, David			Greiz|Thüringen|Zeulenroda	16825|17701|17857	1	QGJ.v1.A0238.I0817.E05548			9000		persons		Baumgarten, David 5467	
QGJ.v1.Per.02414	Baumgarten, Sieg. Jac.	https://undusting.org/jewish_sources/s/jewish_sources/item/11846	Baumgarten, Sieg. Jac.			Mecklenburg-Vorpommern|Rostock	17192|17491	1	QGJ.v1.A0043.I0163.E01114	1751	1751	4566		persons		Baumgarten, Sieg. Jac. 1072	
QGJ.v1.Per.02415	Bauss, Elisabeth geb. Besser	https://undusting.org/jewish_sources/s/jewish_sources/item/11847	Bauss, Elisabeth geb. Besser			Erfurt|Thüringen	16675|17701	1	QGJ.v1.A0235.I0777.E05347			8799		persons		Bauss, Elisabeth geb. Besser 5270	
QGJ.v1.Per.02416	Bayer, Joh. Ernst	https://undusting.org/jewish_sources/s/jewish_sources/item/11848	Bayer, Joh. Ernst			Frankfurt/Main|Mannheim|Sachsen-Meiningen|Thüringen	16718|17169|17519|17701	1	QGJ.v1.A0239.I0836.E06625	1765	1765	10077		persons		Bayer, Joh. Ernst 6544	
QGJ.v1.Per.02417	Becher, Johann Gottlieb	https://undusting.org/jewish_sources/s/jewish_sources/item/11849	Becher, Johann Gottlieb			Greiz|Hermannsgrün|Thüringen	16825|16923|17701	1	QGJ.v1.A0238.I0819.E05555			9007		persons		Becher, Johann Gottlieb 5474	
QGJ.v1.Per.02418	Becher, Johann Peter	https://undusting.org/jewish_sources/s/jewish_sources/item/11850	Becher, Johann Peter			Goldlauter|Schwarza|Thüringen	16802|17583|17701	1	QGJ.v1.A0239.I0831.E05803			9255		persons		Becher, Johann Peter 5722	
QGJ.v1.Per.02419	Becker	https://undusting.org/jewish_sources/s/jewish_sources/item/11851	Becker			Buchenwald (KZ)|Mahn- und Gedenkstätten|Mecklenburg-Vorpommern|Stralsund|Thüringen	16532|17192|17661|17701	2	QGJ.v1.A0033.I0118.E00771|QGJ.v1.A0296.I0978.E08134	1940	1943	4223|11586		persons		Becker 729,8040	
QGJ.v1.Per.02420	Becker, Arthur	https://undusting.org/jewish_sources/s/jewish_sources/item/11852	Becker, Arthur			Mecklenburg-Vorpommern|Torgelow	17192|17707	1	QGJ.v1.A0036.I0141.E01018	1938	1938	4470		persons		Becker, Arthur 977	
QGJ.v1.Per.02421	Becker, Fischel	https://undusting.org/jewish_sources/s/jewish_sources/item/11853	Becker, Fischel			Berlin|Leipzig|Sachsen	16455|17112|17509	1	QGJ.v1.A0196.I0643.E04180			7632		persons		Becker, Fischel 4103	
QGJ.v1.Per.02422	Becker, Friedrich	https://undusting.org/jewish_sources/s/jewish_sources/item/11854	Becker, Friedrich			Frankfurt/Main|Schwarza|Thüringen	16718|17583|17701	1	QGJ.v1.A0239.I0831.E05811	1681	1681	9263		persons		Becker, Friedrich 5730	
QGJ.v1.Per.02423	Becker, Friedrich Wilhelm	https://undusting.org/jewish_sources/s/jewish_sources/item/11855	Becker, Friedrich Wilhelm			Hamburg|Mecklenburg-Vorpommern|Stralsund	16877|17192|17661	1	QGJ.v1.A0033.I0118.E00767	1765	1765	4219		persons		Becker, Friedrich Wilhelm 725	
QGJ.v1.Per.02424	Becker, Hans	https://undusting.org/jewish_sources/s/jewish_sources/item/11856	Becker, Hans			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0222.I0711.E04720	1900	1900	8172		persons		Becker, Hans 4643	
QGJ.v1.Per.02425	Becker-Bartmannshagen	https://undusting.org/jewish_sources/s/jewish_sources/item/11857	Becker-Bartmannshagen			Mecklenburg-Vorpommern|Neustrelitz	17192|17286	1	QGJ.v1.A0023.I0085.E00471			3923		persons		Becker-Bartmannshagen 429	
QGJ.v1.Per.02426	Beckmann (Hildburghausen)	https://undusting.org/jewish_sources/s/jewish_sources/item/11858	Beckmann		Hildburghausen	Hildburghausen|Schwarza|Thüringen	16934|17583|17701	1	QGJ.v1.A0239.I0831.E06280	1825	1825	9732		persons		Beckmann (Hildburghausen) 6199	Hildburghausen
QGJ.v1.Per.02427	Beer, Aaron	https://undusting.org/jewish_sources/s/jewish_sources/item/11859	Aaron Beer	Q301715		Eisenach|Frankfurt/Main|Sachsen-Weimar-Eisenach|Thüringen	16654|16718|17521|17701	1	QGJ.v1.A0235.I0751.E04994	1698	1698	8446		persons		Beer, Aaron 4917	
QGJ.v1.Per.02428	Beer, Bernhard	https://undusting.org/jewish_sources/s/jewish_sources/item/11860	Bernhard Beer	Q824751		Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03494			6946		persons		Beer, Bernhard 3417	
QGJ.v1.Per.02429	Beer, Bertha	https://undusting.org/jewish_sources/s/jewish_sources/item/11861	Beer, Bertha			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03465	1827	1827	6917		persons		Beer, Bertha 3388	
QGJ.v1.Per.02430	Beer, Gebrüder	https://undusting.org/jewish_sources/s/jewish_sources/item/11862	Beer, Gebrüder			Gnoien|Mecklenburg-Vorpommern|Rostock|Stralsund|Teterow	16794|17192|17491|17661|17693	2	QGJ.v1.A0030.I0098.E00546|QGJ.v1.A0033.I0118.E00798	1813	1815	3998|4250		persons		Beer, Gebrüder 504, 756	
QGJ.v1.Per.02431	Beer, Hertz	https://undusting.org/jewish_sources/s/jewish_sources/item/11863	Beer, Hertz			Brandenburg (Land)|Frankfurt/Oder|Neudamm	16512|16719|17257	1	QGJ.v1.A0066.I0208.E01536	1779	1779	4988		persons		Beer, Hertz 1488	
QGJ.v1.Per.02432	Beer, Herz	https://undusting.org/jewish_sources/s/jewish_sources/item/11864	Beer, Herz			Brandenburg (Land)|Frankfurt/Oder	16512|16719	1	QGJ.v1.A0066.I0208.E01518	1756	1756	4970		persons		Beer, Herz 1470	
QGJ.v1.Per.02433	Beer, Herz Aron	https://undusting.org/jewish_sources/s/jewish_sources/item/11865	Beer, Herz Aron			Eisenach|Frankfurt/Main|Sachsen-Weimar-Eisenach|Thüringen	16654|16718|17521|17701	1	QGJ.v1.A0235.I0751.E04989	1682	1696	8441		persons		Beer, Herz Aron 4912	
QGJ.v1.Per.02434	Beer, Juda Hertz	https://undusting.org/jewish_sources/s/jewish_sources/item/11866	Beer, Juda Hertz			Brandenburg (Land)|Frankfurt/Oder	16512|16719	1	QGJ.v1.A0066.I0208.E01537			4989		persons		Beer, Juda Hertz 1489	
QGJ.v1.Per.02435	Beer, Julius	https://undusting.org/jewish_sources/s/jewish_sources/item/11867	Beer, Julius			Kamenz|Sachsen	17002|17509	1	QGJ.v1.A0195.I0630.E04014	1933	1933	7466		persons		Beer, Julius 3937	
QGJ.v1.Per.02436	Beethoven, Ludwig van	https://undusting.org/jewish_sources/s/jewish_sources/item/11868	Beethoven, Ludwig van			Berlin|Braunschweig|Leipzig|Sachsen	16455|16517|17112|17509	2	QGJ.v1.A0196.I0643.E04327|QGJ.v1.A0196.I0643.E04328			7779|7780		persons		Beethoven, Ludwig van 4250, 4251	
QGJ.v1.Per.02437	Behr, Bernhardt	https://undusting.org/jewish_sources/s/jewish_sources/item/11869	Behr, Bernhardt			Goldberg (Mecklenburg)|Mecklenburg-Vorpommern	16800|17192	2	QGJ.v1.A0013.I0062.E00255|QGJ.v1.A0013.I0065.E00262	1842	1855	3707|3714		persons		Behr, Bernhardt 213, 220	
QGJ.v1.Per.02438	Behr, Wolf Heym	https://undusting.org/jewish_sources/s/jewish_sources/item/11870	Behr, Wolf Heym			Fürth|Schwarza|Thüringen	16746|17583|17701	1	QGJ.v1.A0239.I0831.E05834			9286		persons		Behr, Wolf Heym 5753	
QGJ.v1.Per.02439	Behrend (Leipzig)	https://undusting.org/jewish_sources/s/jewish_sources/item/11871	Behrend		Leipzig	Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04184			7636		persons		Behrend (Leipzig) 4107	Leipzig
QGJ.v1.Per.02440	Behrend, Johel	https://undusting.org/jewish_sources/s/jewish_sources/item/11872	Behrend, Johel			Boizenburg (Elbe)|Mecklenburg-Vorpommern	16497|17192	1	QGJ.v1.A0017.I0071.E00308	1842	1842	3760		persons		Behrend, Johel 266	
QGJ.v1.Per.02441	Behrendt, Meyer	https://undusting.org/jewish_sources/s/jewish_sources/item/11873	Behrendt, Meyer			Ankiam|Gnoien|Mecklenburg-Vorpommern|Stralsund	16378|16794|17192|17661	1	QGJ.v1.A0033.I0118.E00799			4251		persons		Behrendt, Meyer 757	
QGJ.v1.Per.02442	Behrens, Calmann	https://undusting.org/jewish_sources/s/jewish_sources/item/11874	Behrens, Calmann			Dresden|Hildburghausen|Innungen|Sachsen|Thüringen	16630|16934|17509|17701	2	QGJ.v1.A0185.I0607.E03827|QGJ.v1.A0239.I0835.E06577	1767	1767	7279|10029		persons		Behrens, Calmann 3750, 6496	
QGJ.v1.Per.02443	Behrens, Elias	https://undusting.org/jewish_sources/s/jewish_sources/item/11875	Behrens, Elias			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03665			7117		persons		Behrens, Elias 3588	
QGJ.v1.Per.02444	Behrens, Wolf	https://undusting.org/jewish_sources/s/jewish_sources/item/11876	Behrens, Wolf			Oschatz|Osterburg|Sachsen	17355|17358|17509	1	QGJ.v1.A0205.I0667.E04512			7964		persons		Behrens, Wolf 4435	
QGJ.v1.Per.02445	Beit, Alfred	https://undusting.org/jewish_sources/s/jewish_sources/item/11877	Beit, Alfred					1	QGJ.v1.A0108.I0332.E02162			5614		persons		Beit, Alfred 2108	
QGJ.v1.Per.02446	Beit, Nathan Marcus	https://undusting.org/jewish_sources/s/jewish_sources/item/11878	Beit, Nathan Marcus			Dresden|Sachsen|Stiftungen	16630|17509	3	QGJ.v1.A0185.I0588.E03310|QGJ.v1.A0185.I0588.E03550|QGJ.v1.A0185.I0588.E03552			6762|7002|7004		persons		Beit, Nathan Marcus 3233, 3473, 3475	
QGJ.v1.Per.02447	Bella (Löbel Veit Löbel)	https://undusting.org/jewish_sources/s/jewish_sources/item/11879	Bella		Löbel Veit Löbel	Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03421			6873		persons		Bella (Löbel Veit Löbel) 3344	
QGJ.v1.Per.02448	Bemelburg, Hans von	https://undusting.org/jewish_sources/s/jewish_sources/item/11880	Bemelburg, Hans von			Henneberg|Henneberg, Grafschaft|Thüringen	16914|16915|17701	1	QGJ.v1.A0239.I0828.E05646	1543	1543	9098		persons		Bemelburg, Hans von 5565	
QGJ.v1.Per.02449	Bemowsky, Heinz	https://undusting.org/jewish_sources/s/jewish_sources/item/11881	Bemowsky, Heinz			Ankiam|Mecklenburg-Vorpommern	16378|17192	1	QGJ.v1.A0045.I0167.E01144			4596		persons		Bemowsky, Heinz 1102	
QGJ.v1.Per.02450	Ben Gorion	https://undusting.org/jewish_sources/s/jewish_sources/item/11882	Ben Gorion			Leipzig|Thüringen|Weimar	17112|17701|17783	1	QGJ.v1.A0292.I0974.E08103	1902	1938	11555		persons		Ben Gorion 8009	
QGJ.v1.Per.02451	Bendix	https://undusting.org/jewish_sources/s/jewish_sources/item/11883	Bendix			Frankreich|Groß-Mühlingen|Preußen|Rußland|Sachsen-Anhalt	16720|16839|17416|17504|17512	2	QGJ.v1.A0002.E00022|QGJ.v1.A0152.I0460.E02790	1806	1936	3474|6242		persons		Bendix 3/12,2726	
QGJ.v1.Per.02452	Bendix, Adolph	https://undusting.org/jewish_sources/s/jewish_sources/item/11884	Bendix, Adolph			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04181			7633		persons		Bendix, Adolph 4104	
QGJ.v1.Per.02453	Bendix, Bernhard	https://undusting.org/jewish_sources/s/jewish_sources/item/11885	Bernhard Bendix	Q11687781		Berlin	16455	1	QGJ.v1.A0100.I0295.E01844	1933	1933	5296		persons		Bendix, Bernhard 1790	
QGJ.v1.Per.02454	Bendix, Kreta (?)	https://undusting.org/jewish_sources/s/jewish_sources/item/11886	Bendix, Kreta		?	Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03519			6971		persons		Bendix, Kreta (?) 3442	
QGJ.v1.Per.02455	Bendix, Löbel	https://undusting.org/jewish_sources/s/jewish_sources/item/11887	Bendix, Löbel			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03566			7018		persons		Bendix, Löbel 3489	
QGJ.v1.Per.02456	Bendix, Marcus	https://undusting.org/jewish_sources/s/jewish_sources/item/11888	Bendix, Marcus			Brandenburg (Land)|Frankfurt/Oder	16512|16719	1	QGJ.v1.A0066.I0208.E01519			4971		persons		Bendix, Marcus 1471	
QGJ.v1.Per.02457	Bendix, Samuel	https://undusting.org/jewish_sources/s/jewish_sources/item/11889	Bendix, Samuel			Berlin|Leipzig|Sachsen	16455|17112|17509	1	QGJ.v1.A0196.I0643.E04336	1704	1704	7788		persons		Bendix, Samuel 4259	
QGJ.v1.Per.02458	Bendix, Simon	https://undusting.org/jewish_sources/s/jewish_sources/item/11890	Bendix, Simon			Dresden|Sachsen	16630|17509	1	QGJ.v1.A0185.I0588.E03415			6867		persons		Bendix, Simon 3338	
QGJ.v1.Per.02459	Benedix, Meyer	https://undusting.org/jewish_sources/s/jewish_sources/item/11891	Benedix, Meyer			Halberstadt|Leipzig|Sachsen	16871|17112|17509	1	QGJ.v1.A0196.I0643.E04350			7802		persons		Benedix, Meyer 4273	
QGJ.v1.Per.02460	Benhar, Chanan (ehemals Hans Feinberg)	https://undusting.org/jewish_sources/s/jewish_sources/item/11892	Chanan Benhar	Q95281554	ehemals Hans Feinberg	Kroppenstedt|Palästina|Sachsen-Anhalt	17078|17371|17512	1	QGJ.v1.A0139.I0407.E02531	1940	1990	5983		persons		Benhar, Chanan (ehemals Hans Feinberg) 2464	
QGJ.v1.Per.02461	Benjamin (Brandenburg)	https://undusting.org/jewish_sources/s/jewish_sources/item/11893	Benjamin		Brandenburg	Brandenburg (Land)|Brandenburg a.d. Havel|Potsdam	16512|16513|17410	1	QGJ.v1.A0079.I0248.E01644	1772	1772	5096		persons		Benjamin (Brandenburg) 1596	
QGJ.v1.Per.02462	Benjamin, Alfred	https://undusting.org/jewish_sources/s/jewish_sources/item/11894	Benjamin, Alfred					1	QGJ.v1.A0103.I0316.E01963	1933	1941	5415		persons		Benjamin, Alfred 1909	
QGJ.v1.Per.02463	Benjamin, Dora Sophie	https://undusting.org/jewish_sources/s/jewish_sources/item/11895	Dora Sophie Kellner	Q87647365		Paris	17374	1	QGJ.v1.A0103.I0316.E01956	1871	1988	5408		persons		Benjamin, Dora Sophie 1902	
QGJ.v1.Per.02464	Benjamin, Gustav	https://undusting.org/jewish_sources/s/jewish_sources/item/11896	Benjamin, Gustav			Sachsen-Anhalt|Salzwedel	17512|17530	1	QGJ.v1.A0150.I0449.E02732	1909	1910	6184		persons		Benjamin, Gustav 2665	
QGJ.v1.Per.02465	Benjamin, Hermann	https://undusting.org/jewish_sources/s/jewish_sources/item/11897	Benjamin, Hermann			Sachsen-Anhalt|Salzwedel	17512|17530	1	QGJ.v1.A0150.I0449.E02742	1930	1930	6194		persons		Benjamin, Hermann 2675	
QGJ.v1.Per.02466	Benjamin, Hilde	https://undusting.org/jewish_sources/s/jewish_sources/item/11898	Benjamin, Hilde					1	QGJ.v1.A0107.I0327.E02053			5505		persons		Benjamin, Hilde 1999	
QGJ.v1.Per.02467	Benjamin, Josef	https://undusting.org/jewish_sources/s/jewish_sources/item/11899	Benjamin, Josef			Dreißigacker|Thüringen	16629|17701	1	QGJ.v1.A0239.I0846.E06936	1821	1823	10388		persons		Benjamin, Josef 6855	
QGJ.v1.Per.02468	Benjamin, Seligmann	https://undusting.org/jewish_sources/s/jewish_sources/item/11900	Benjamin, Seligmann			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0118.E00818	1734	1734	4270		persons		Benjamin, Seligmann 776	
QGJ.v1.Per.02469	Benjamin, Siegmund	https://undusting.org/jewish_sources/s/jewish_sources/item/11901	Benjamin, Siegmund			Sachsen-Anhalt|Salzwedel	17512|17530	1	QGJ.v1.A0150.I0449.E02730	1912	1913	6182		persons		Benjamin, Siegmund 2663	
QGJ.v1.Per.02470	Benjamin, Walter	https://undusting.org/jewish_sources/s/jewish_sources/item/11902	Benjamin, Walter			Paris	17374	1	QGJ.v1.A0103.I0316.E01956	1871	1988	5408		persons		Benjamin, Walter 1902	
QGJ.v1.Per.02471	Benjamin-Gumpert (Parchim)	https://undusting.org/jewish_sources/s/jewish_sources/item/11903	Benjamin-Gumpert		Parchim	Mecklenburg-Vorpommern|Parchim	17192|17372	1	QGJ.v1.A0026.I0091.E00491	1947	48	3943		persons		Benjamin-Gumpert (Parchim) 447	Parchim
QGJ.v1.Per.02472	Benscher, Wolf	https://undusting.org/jewish_sources/s/jewish_sources/item/11904	Benscher, Wolf			Kothen|Sachsen-Anhalt	17055|17512	1	QGJ.v1.A0138.I0401.E02517			5969		persons		Benscher, Wolf 2451	
QGJ.v1.Per.02473	Benya, Masha	https://undusting.org/jewish_sources/s/jewish_sources/item/11905	Benya, Masha					1	QGJ.v1.A0103.I0316.E01963	1933	1941	5415		persons		Benya, Masha 1909	
QGJ.v1.Per.02474	Berblinger, Walter	https://undusting.org/jewish_sources/s/jewish_sources/item/11906	Berblinger, Walter			Jena|Thüringen	16984|17701	1	QGJ.v1.A0289.I0971.E08086	1856	1966	11538		persons		Berblinger, Walter 7992	
QGJ.v1.Per.02475	Berchthold, Graf von Henneberg	https://undusting.org/jewish_sources/s/jewish_sources/item/11907	Berchthold, Graf von Henneberg			Erfurt|Henneberg, Grafschaft|Prag|Thüringen	16675|16915|17411|17701	1	QGJ.v1.A0252.I0885.E07375			10827		persons		Berchthold, Graf von Henneberg 7282	
QGJ.v1.Per.02476	Berend, Meyer	https://undusting.org/jewish_sources/s/jewish_sources/item/11908	Berend, Meyer			Gnoien|Mecklenburg-Vorpommern|Stralsund	16794|17192|17661	1	QGJ.v1.A0033.I0118.E00805	1819	1819	4257		persons		Berend, Meyer 763	
QGJ.v1.Per.02477	Berendsen, Sophus	https://undusting.org/jewish_sources/s/jewish_sources/item/11909	Berendsen, Sophus			Dänemark|Jena|Thüringen	16590|16984|17701	1	QGJ.v1.A0287.I0968.E08078	1937	1937	11530		persons		Berendsen, Sophus 7984	
QGJ.v1.Per.02478	Berendsohn, Walter A.	https://undusting.org/jewish_sources/s/jewish_sources/item/11910	Berendsohn, Walter A.			Haifa	16866	1	QGJ.v1.A0103.I0316.E01961	1887	1968	5413		persons		Berendsohn, Walter A. 1907	
QGJ.v1.Per.02479	Berendson (Magdeburg)	https://undusting.org/jewish_sources/s/jewish_sources/item/11911	Berendson		Magdeburg	Magdeburg|Sachsen-Anhalt	17164|17512	1	QGJ.v1.A0140.I0414.E02569	1923	1949	6021		persons		Berendson (Magdeburg) 2502	Magdeburg
QGJ.v1.Per.02480	Berens, Hoffmann	https://undusting.org/jewish_sources/s/jewish_sources/item/11912	Berens, Hoffmann			Eisenach|Sachsen-Weimar-Eisenach|Thüringen	16654|17521|17701	2	QGJ.v1.A0235.I0751.E04991|QGJ.v1.A0235.I0751.E04993	1693	1696	8443|8445		persons		Berens, Hoffmann 4914, 4916	
QGJ.v1.Per.02481	Berge, Heinrich von	https://undusting.org/jewish_sources/s/jewish_sources/item/11913	Heinrich von Berg	Q111097912		Nordhausen|Thüringen	17313|17701	2	QGJ.v1.A0269.I0918.E07823|QGJ.v1.A0272.I0920.E07873			11275|11325		persons		Berge, Heinrich von 7729, 7779	
QGJ.v1.Per.02482	Berger (Dresden)	https://undusting.org/jewish_sources/s/jewish_sources/item/11914	Berger		Dresden	Dresden|Innungen|Sachsen	16630|17509	1	QGJ.v1.A0185.I0607.E03850			7302		persons		Berger (Dresden) 3773	Dresden
QGJ.v1.Per.02483	Berger, Ch. G.	https://undusting.org/jewish_sources/s/jewish_sources/item/11915	Berger, Ch. G.			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0648.E04399	1843	1843	7851		persons		Berger, Ch. G. 4322	
QGJ.v1.Per.02484	Berger, Ludwig (d. i. Bamberger, Ludwig)	https://undusting.org/jewish_sources/s/jewish_sources/item/11916	Berger, Ludwig		d. i. Bamberger, Ludwig			1	QGJ.v1.A0103.I0316.E01953	1892	1989	5405		persons		Berger, Ludwig (d. i. Bamberger, Ludwig) 1899	
QGJ.v1.Per.02485	Berger, Wilhelm	https://undusting.org/jewish_sources/s/jewish_sources/item/11917	Berger, Wilhelm			Dresden|Innungen|Sachsen	16630|17509	1	QGJ.v1.A0185.I0607.E03849			7301		persons		Berger, Wilhelm 3772	
QGJ.v1.Per.02486	Bergmann, Max	https://undusting.org/jewish_sources/s/jewish_sources/item/11918	Bergmann, Max			Halle/Saale|Sachsen-Anhalt	16875|17512	1	QGJ.v1.A0168.I0532.E02998			6450		persons		Bergmann, Max 2931	
QGJ.v1.Per.02487	Berju, Joseph	https://undusting.org/jewish_sources/s/jewish_sources/item/11919	Berju, Joseph			Leipzig|Sachsen	17112|17509	1	QGJ.v1.A0196.I0643.E04182			7634		persons		Berju, Joseph 4105	
QGJ.v1.Per.02488	Berka, Johann	https://undusting.org/jewish_sources/s/jewish_sources/item/11920	Johann Berka	Q15407072		Erfurt|Mühlhausen|Thüringen|Tonna	16675|17230|17701|17705	2	QGJ.v1.A0269.I0916.E07654|QGJ.v1.A0269.I0916.E07655	1436	1436	11106|11107		persons		Berka, Johann 7561, 7562	
QGJ.v1.Per.02489	Berlin (Arnstadt)	https://undusting.org/jewish_sources/s/jewish_sources/item/11921	Berlin		Arnstadt	Arnstadt|Mühlhausen|Thüringen	16383|17230|17701	1	QGJ.v1.A0269.I0916.E07683			11135		persons		Berlin (Arnstadt) 7590	Arnstadt
QGJ.v1.Per.02490	Berliner, C.	https://undusting.org/jewish_sources/s/jewish_sources/item/11922	Berliner, C.			Chemnitz|Sachsen	16563|17509	1	QGJ.v1.A0183.I0583.E03244	1933	1933	6696		persons		Berliner, C. 3167	
QGJ.v1.Per.02491	Berlowitz (Weimar)	https://undusting.org/jewish_sources/s/jewish_sources/item/11923	Berlowitz		Weimar	Thüringen|Weimar	17701|17783	1	QGJ.v1.A0235.I0786.E05394	1928	1928	8846		persons		Berlowitz (Weimar) 5317	Weimar
QGJ.v1.Per.02492	Bermann, Hermann	https://undusting.org/jewish_sources/s/jewish_sources/item/11924	Hermann Bermann	Q94843157		Berlin|Frankreich|Theresienstadt (KZ)|USA	16455|16720|17699|17740	1	QGJ.v1.A0094.I0287.E01791	1886	1977	5243		persons		Bermann, Hermann 1742/2	
QGJ.v1.Per.02493	B ermann, Lea	https://undusting.org/jewish_sources/s/jewish_sources/item/11925	B ermann, Lea			Halle/Saale|Sachsen-Anhalt	16875|17512	1	QGJ.v1.A0169.I0533.E03007	1733	1733	6459		persons		B ermann, Lea 2940	
QGJ.v1.Per.02494	Bernays, Jakob	https://undusting.org/jewish_sources/s/jewish_sources/item/11926	Jakob Bernays	Q69019		Berlin	16455	3	QGJ.v1.A0101.I0305.E01891|QGJ.v1.A0105.I0317.E01967|QGJ.v1.A0105.I0322.E01976	1810	1945	5343|5419|5428		persons		Bernays, Jakob 1837, 1913, 1922	
QGJ.v1.Per.02495	Bernd, Bert	https://undusting.org/jewish_sources/s/jewish_sources/item/11927	Bernd, Bert					1	QGJ.v1.A0103.I0316.E01963	1933	1941	5415		persons		Bernd, Bert 1909	
QGJ.v1.Per.02496	Bernhard (Meiningen)	https://undusting.org/jewish_sources/s/jewish_sources/item/11928	Bernhard		Meiningen	Bibra (Meiningen)|Thüringen	16471|17701	1	QGJ.v1.A0239.I0849.E07067	1940	1940	10519		persons		Bernhard (Meiningen) 6986	Meiningen
QGJ.v1.Per.02497	Bernhard, Ezechiel	https://undusting.org/jewish_sources/s/jewish_sources/item/11929	Bernhard, Ezechiel			Mecklenburg-Vorpommern|Stralsund	17192|17661	1	QGJ.v1.A0033.I0124.E00914	1779	1858	4366		persons		Bernhard, Ezechiel 872	
QGJ.v1.Per.02498	Bernhard, Paul	https://undusting.org/jewish_sources/s/jewish_sources/item/11930	Bernhard, Paul			Mecklenburg-Vorpommern|Rostock	17192|17491	2	QGJ.v1.A0030.I0107.E00590|QGJ.v1.A0030.I0109.E00593	1936	1940	4042|4045		persons		Bernhard, Paul 548, 551	
